Date,Close
1/3/2012,330.555054
1/4/2012,331.980774
1/5/2012,327.375732
1/6/2012,322.90979
1/9/2012,309.218842
1/10/2012,309.556641
1/11/2012,310.95752
1/12/2012,312.785645
1/13/2012,310.475647
1/17/2012,312.259064
1/18/2012,314.410065
1/19/2012,317.718536
1/20/2012,291.101654
1/23/2012,290.868195
1/24/2012,288.588013
1/25/2012,282.904968
1/26/2012,282.214478
1/27/2012,288.116089
1/30/2012,286.978485
1/31/2012,288.180664
2/1/2012,288.53833
2/2/2012,290.66452
2/3/2012,296.238251
2/6/2012,302.577026
2/7/2012,301.42453
2/8/2012,302.954559
2/9/2012,303.754364
2/10/2012,300.997314
2/13/2012,304.121979
2/14/2012,302.909851
2/15/2012,300.823425
2/16/2012,301.300323
2/17/2012,300.366394
2/21/2012,305.016174
2/22/2012,302.005737
2/23/2012,301.096649
2/24/2012,302.979401
2/27/2012,302.68631
2/28/2012,307.196991
2/29/2012,307.127441
3/1/2012,309.189026
3/2/2012,308.617737
3/5/2012,305.14035
3/6/2012,300.52536
3/7/2012,301.439423
3/8/2012,301.608337
3/9/2012,298.185577
3/12/2012,300.619751
3/13/2012,306.893951
3/14/2012,306.00473
3/15/2012,308.558136
3/16/2012,310.500488
3/19/2012,314.94162
3/20/2012,314.698181
3/21/2012,317.922211
3/22/2012,320.937622
3/23/2012,319.218781
3/26/2012,322.567017
3/27/2012,321.419464
3/28/2012,325.76123
3/29/2012,322.109985
3/30/2012,318.548157
4/2/2012,321.369812
4/3/2012,319.233704
4/4/2012,315.522827
4/5/2012,314.116974
4/9/2012,313.381744
4/10/2012,311.404602
4/11/2012,315.925201
4/12/2012,323.401581
4/13/2012,310.281921
4/16/2012,301.076782
4/17/2012,302.815491
4/18/2012,301.762329
4/19/2012,297.713654
4/20/2012,296.104126
4/23/2012,296.869141
4/24/2012,298.692291
4/25/2012,302.889984
4/26/2012,305.746429
4/27/2012,305.502991
4/30/2012,300.470734
5/1/2012,300.262085
5/2/2012,301.667938
5/3/2012,303.535797
5/4/2012,296.556183
5/7/2012,301.812012
5/8/2012,304.41507
5/9/2012,302.606842
5/10/2012,304.84726
5/11/2012,300.659485
5/14/2012,300.048462
5/15/2012,303.580505
5/16/2012,312.432922
5/17/2012,309.511932
5/18/2012,298.260101
5/21/2012,305.070801
5/22/2012,298.458801
5/23/2012,302.760834
5/24/2012,299.879578
5/25/2012,293.85376
5/29/2012,295.249695
5/30/2012,292.214417
5/31/2012,288.553253
6/1/2012,283.645172
6/4/2012,287.425568
6/5/2012,283.362
6/6/2012,288.40918
6/7/2012,287.246735
6/8/2012,288.349579
6/11/2012,282.413177
6/12/2012,280.724152
6/13/2012,278.732117
6/14/2012,277.718719
6/15/2012,280.431061
6/18/2012,283.580566
6/19/2012,288.886078
6/20/2012,286.889069
6/21/2012,280.778809
6/22/2012,283.893555
6/25/2012,278.538391
6/26/2012,280.515503
6/27/2012,282.810577
6/28/2012,280.331726
6/29/2012,288.160797
7/2/2012,288.359497
7/3/2012,292.015717
7/5/2012,296.034576
7/6/2012,291.09671
7/9/2012,291.111603
7/10/2012,288.97052
7/11/2012,283.749481
7/12/2012,283.39679
7/13/2012,286.397247
7/16/2012,285.602417
7/17/2012,286.501587
7/18/2012,288.503571
7/19/2012,294.613831
7/20/2012,303.436432
7/23/2012,305.766296
7/24/2012,301.82193
7/25/2012,302.030579
7/26/2012,304.698242
7/27/2012,315.428436
7/30/2012,314.107025
7/31/2012,314.43988
8/1/2012,314.295807
8/2/2012,312.343506
