Date,Close
1/3/2012,186.300003
1/4/2012,185.539993
1/5/2012,184.660004
1/6/2012,182.539993
1/9/2012,181.589996
1/10/2012,181.309998
1/11/2012,182.320007
1/12/2012,180.550003
1/13/2012,179.160004
1/17/2012,180
1/18/2012,181.070007
1/19/2012,180.520004
1/20/2012,188.520004
1/23/2012,189.979996
1/24/2012,191.929993
1/25/2012,191.729996
1/26/2012,190.979996
1/27/2012,190.460007
1/30/2012,192.5
1/31/2012,192.600006
2/1/2012,192.619995
2/2/2012,191.529999
2/3/2012,193.639999
2/6/2012,192.820007
2/7/2012,193.350006
2/8/2012,192.949997
2/9/2012,193.130005
2/10/2012,192.419998
2/13/2012,192.619995
2/14/2012,192.220001
2/15/2012,192.25
2/16/2012,193.020004
2/17/2012,193.419998
2/21/2012,193.389999
2/22/2012,193.869995
2/23/2012,197.610001
2/24/2012,197.759995
2/27/2012,197.529999
2/28/2012,197.979996
2/29/2012,196.729996
3/1/2012,197.529999
3/2/2012,198.809998
3/5/2012,200.660004
3/6/2012,197.259995
3/7/2012,197.770004
3/8/2012,199.809998
3/9/2012,200.619995
3/12/2012,201
3/13/2012,203.779999
3/14/2012,204.720001
3/15/2012,206
3/16/2012,206.009995
3/19/2012,205.720001
3/20/2012,204.25
3/21/2012,204.690002
3/22/2012,205.490005
3/23/2012,205.479996
3/26/2012,207.770004
3/27/2012,207.179993
3/28/2012,207.289993
3/29/2012,208.270004
3/30/2012,208.649994
4/2/2012,209.470001
4/3/2012,209.5
4/4/2012,206.050003
4/5/2012,205.470001
4/9/2012,204.940002
4/10/2012,202.330002
4/11/2012,202.580002
4/12/2012,205.320007
4/13/2012,202.800003
4/16/2012,202.720001
4/17/2012,207.449997
4/18/2012,200.130005
4/19/2012,199.509995
4/20/2012,199.600006
4/23/2012,198.619995
4/24/2012,200
4/25/2012,203.570007
4/26/2012,205.580002
4/27/2012,206.809998
4/30/2012,207.080002
5/1/2012,208
5/2/2012,208.059998
5/3/2012,207.240005
5/4/2012,204.990005
5/7/2012,203.75
5/8/2012,201.479996
5/9/2012,201.229996
5/10/2012,200.600006
5/11/2012,201.169998
5/14/2012,199.440002
5/15/2012,199.039993
5/16/2012,199.729996
5/17/2012,197.889999
5/18/2012,195.880005
5/21/2012,197.759995
5/22/2012,196.820007
5/23/2012,196.119995
5/24/2012,196.089996
5/25/2012,194.300003
5/29/2012,196.460007
5/30/2012,194.529999
5/31/2012,192.899994
6/1/2012,189.080002
6/4/2012,188.539993
6/5/2012,189.199997
6/6/2012,193.990005
6/7/2012,194.440002
6/8/2012,195.139999
6/11/2012,192.509995
6/12/2012,194.550003
6/13/2012,193.100006
6/14/2012,195.100006
6/15/2012,199.100006
6/18/2012,198.289993
6/19/2012,198.929993
6/20/2012,198.779999
6/21/2012,193.389999
6/22/2012,193.699997
6/25/2012,192.860001
6/26/2012,191.949997
6/27/2012,193
6/28/2012,191.399994
6/29/2012,195.580002
7/2/2012,195.830002
7/3/2012,195.929993
7/5/2012,195.289993
7/6/2012,191.410004
7/9/2012,189.669998
7/10/2012,186.259995
7/11/2012,185.25
7/12/2012,183.089996
7/13/2012,186.009995
7/16/2012,184.789993
7/17/2012,183.649994
7/18/2012,188.25
7/19/2012,195.339996
7/20/2012,192.449997
7/23/2012,190.830002
7/24/2012,190.339996
7/25/2012,191.080002
7/26/2012,193.949997
7/27/2012,196.389999
7/30/2012,196.679993
7/31/2012,195.979996
8/1/2012,195.179993
8/2/2012,194.449997
8/3/2012,198.520004
8/6/2012,198.759995
8/7/2012,199.929993
8/8/2012,199.029999
8/9/2012,198.419998
8/10/2012,199.289993
8/13/2012,199.009995
8/14/2012,198.289993
8/15/2012,198.399994
8/16/2012,200.839996
8/17/2012,201.220001
8/20/2012,200.5
8/21/2012,198.649994
8/22/2012,197.25
8/23/2012,195.699997
8/24/2012,197.770004
8/27/2012,195.690002
8/28/2012,194.869995
8/29/2012,195.080002
8/30/2012,193.369995
8/31/2012,194.850006
9/4/2012,194.539993
9/5/2012,195.039993
9/6/2012,199.100006
9/7/2012,199.5
9/10/2012,200.949997
9/11/2012,203.270004
9/12/2012,203.770004
9/13/2012,206.360001
9/14/2012,206.809998
9/17/2012,207.149994
9/18/2012,207.070007
9/19/2012,206.429993
9/20/2012,206.179993
9/21/2012,205.979996
9/24/2012,205.289993
9/25/2012,204.979996
9/26/2012,204
9/27/2012,205.910004
9/28/2012,207.449997
10/1/2012,210.470001
10/2/2012,209.839996
10/3/2012,210.509995
10/4/2012,210.389999
10/5/2012,210.589996
10/8/2012,209.820007
10/9/2012,207.990005
10/10/2012,205.820007
10/11/2012,205.759995
10/12/2012,207.800003
10/15/2012,208.929993
10/16/2012,211
10/17/2012,200.630005
10/18/2012,194.960007
10/19/2012,193.360001
10/22/2012,194.399994
10/23/2012,191.25
10/24/2012,190.720001
10/25/2012,191.600006
10/26/2012,193.270004
10/31/2012,194.529999
11/1/2012,197.149994
11/2/2012,193.429993
11/5/2012,194.139999
11/6/2012,195.070007
11/7/2012,191.160004
11/8/2012,190.100006
11/9/2012,189.639999
11/12/2012,189.25
11/13/2012,188.320007
11/14/2012,185.509995
11/15/2012,185.850006
11/16/2012,186.940002
11/19/2012,190.350006
11/20/2012,189.199997
11/21/2012,190.289993
11/23/2012,193.490005
11/26/2012,192.880005
11/27/2012,191.229996
11/28/2012,191.979996
11/29/2012,191.529999
11/30/2012,190.070007
12/3/2012,189.479996
12/4/2012,189.360001
12/5/2012,188.649994
12/6/2012,189.699997
12/7/2012,191.949997
12/10/2012,192.619995
12/11/2012,194.199997
12/12/2012,192.949997
12/13/2012,191.990005
12/14/2012,191.759995
12/17/2012,193.619995
12/18/2012,195.690002
12/19/2012,195.080002
12/20/2012,194.770004
12/21/2012,193.419998
12/24/2012,192.399994
12/26/2012,191.949997
12/27/2012,192.710007
