Date,Close
1/3/2012,30.379999
1/4/2012,30.43
1/5/2012,30.4
1/6/2012,29.68
1/9/2012,29.66
1/10/2012,29.76
1/11/2012,29.99
1/12/2012,30.120001
1/13/2012,30.07
1/17/2012,30.25
1/18/2012,30.33
1/19/2012,30.42
1/20/2012,30.51
1/23/2012,30.4
1/24/2012,30.09
1/25/2012,30.209999
1/26/2012,29.450001
1/27/2012,29.16
1/30/2012,29.34
1/31/2012,29.41
2/1/2012,29.6
2/2/2012,29.790001
2/3/2012,29.950001
2/6/2012,29.969999
2/7/2012,30.040001
2/8/2012,30.02
2/9/2012,29.99
2/10/2012,29.84
2/13/2012,30.040001
2/14/2012,30.07
2/15/2012,29.870001
2/16/2012,30.02
2/17/2012,30.01
2/21/2012,30.34
2/22/2012,30.280001
2/23/2012,30.459999
2/24/2012,30.34
2/27/2012,30.360001
2/28/2012,30.530001
2/29/2012,30.59
3/1/2012,30.629999
3/2/2012,30.870001
3/5/2012,30.99
3/6/2012,30.73
3/7/2012,30.879999
3/8/2012,31
3/9/2012,31.18
3/12/2012,31.440001
3/13/2012,31.629999
3/14/2012,31.450001
3/15/2012,31.639999
3/16/2012,31.59
3/19/2012,31.65
3/20/2012,31.790001
3/21/2012,31.84
3/22/2012,31.709999
3/23/2012,31.52
3/26/2012,31.790001
3/27/2012,31.639999
3/28/2012,31.360001
3/29/2012,31.209999
3/30/2012,31.23
4/2/2012,31.450001
4/3/2012,31.43
4/4/2012,31.57
4/5/2012,30.940001
4/9/2012,30.639999
4/10/2012,30.129999
4/11/2012,30.450001
4/12/2012,30.84
4/13/2012,30.540001
4/16/2012,30.610001
4/17/2012,30.889999
4/18/2012,30.75
4/19/2012,30.74
4/20/2012,30.860001
4/23/2012,30.610001
4/24/2012,31.719999
4/25/2012,31.74
4/26/2012,32.439999
4/27/2012,32.669998
4/30/2012,32.91
5/1/2012,33.060001
5/2/2012,33.040001
5/3/2012,33.110001
5/4/2012,32.860001
5/7/2012,33
5/8/2012,33.040001
5/9/2012,32.810001
5/10/2012,33.130001
5/11/2012,33.59
5/14/2012,33.529999
5/15/2012,33.349998
5/16/2012,33.189999
5/17/2012,33.290001
5/18/2012,33.66
5/21/2012,33.630001
5/22/2012,33.540001
5/23/2012,33.360001
5/24/2012,33.639999
5/25/2012,33.689999
5/29/2012,33.939999
5/30/2012,33.84
5/31/2012,34.169998
6/1/2012,33.900002
6/4/2012,34.150002
6/5/2012,34.060001
6/6/2012,34.560001
6/7/2012,34.16
6/8/2012,34.549999
6/11/2012,34.59
6/12/2012,34.98
6/13/2012,34.98
6/14/2012,35.689999
6/15/2012,35.709999
6/18/2012,35.630001
6/19/2012,35.470001
6/20/2012,35.41
6/21/2012,35.029999
6/22/2012,35.169998
6/25/2012,34.950001
6/26/2012,34.98
6/27/2012,35.189999
6/28/2012,35.389999
6/29/2012,35.66
7/2/2012,36.200001
7/3/2012,36
7/5/2012,35.77
7/6/2012,35.439999
7/9/2012,35.540001
7/10/2012,35.439999
7/11/2012,35.259998
7/12/2012,34.869999
7/13/2012,35.349998
7/16/2012,35.419998
7/17/2012,35.82
7/18/2012,36.189999
7/19/2012,35.48
7/20/2012,35.290001
7/23/2012,35.380001
7/24/2012,34.630001
7/25/2012,35.330002
7/26/2012,36.299999
7/27/2012,37.139999
7/30/2012,37.43
7/31/2012,37.919998
8/1/2012,37.639999
8/2/2012,37.540001
8/3/2012,37.580002
8/6/2012,37.610001
8/7/2012,37.439999
8/8/2012,37.43
8/9/2012,37.23
8/10/2012,37.490002
8/13/2012,37.389999
8/14/2012,37.25
8/15/2012,37.099998
8/16/2012,37.240002
8/17/2012,37.169998
8/20/2012,36.889999
8/21/2012,36.59
8/22/2012,36.560001
8/23/2012,36.560001
8/24/2012,36.950001
8/27/2012,36.869999
8/28/2012,36.639999
8/29/2012,36.82
8/30/2012,36.689999
8/31/2012,36.639999
9/4/2012,36.810001
9/5/2012,36.93
9/6/2012,37.439999
9/7/2012,37.299999
9/10/2012,37.419998
9/11/2012,37.619999
9/12/2012,37.720001
9/13/2012,38.150002
9/14/2012,37.259998
9/17/2012,37.599998
9/18/2012,37.66
9/19/2012,37.759998
9/20/2012,37.939999
9/21/2012,38.080002
9/24/2012,38.25
9/25/2012,38.060001
9/26/2012,38.080002
9/27/2012,37.990002
9/28/2012,37.700001
10/1/2012,37.75
10/2/2012,37.810001
10/3/2012,38.169998
10/4/2012,38.34
10/5/2012,37.860001
10/8/2012,37.66
10/9/2012,37.139999
10/10/2012,36.919998
10/11/2012,36.259998
10/12/2012,35.630001
10/15/2012,35.209999
10/16/2012,35.400002
10/17/2012,35.720001
10/18/2012,36.02
10/19/2012,35.32
10/22/2012,35.259998
10/23/2012,35
10/24/2012,34.709999
10/25/2012,34.5
10/26/2012,34.630001
10/31/2012,34.59
11/1/2012,35.09
11/2/2012,34.93
11/5/2012,34.830002
11/6/2012,34.799999
11/7/2012,33.639999
11/8/2012,33.200001
11/9/2012,33.540001
11/12/2012,33.869999
11/13/2012,33.950001
11/14/2012,33.779999
11/15/2012,33.419998
11/16/2012,33.139999
11/19/2012,33.82
11/20/2012,33.68
11/21/2012,33.849998
11/23/2012,34.360001
11/26/2012,33.970001
11/27/2012,33.619999
11/28/2012,33.619999
11/29/2012,33.93
11/30/2012,34.130001
12/3/2012,34.139999
12/4/2012,33.919998
12/5/2012,33.91
12/6/2012,33.650002
12/7/2012,33.740002
12/10/2012,33.73
12/11/2012,34.150002
12/12/2012,34.490002
12/13/2012,34.32
12/14/2012,34.009998
12/17/2012,34.23
12/18/2012,34.34
12/19/2012,33.91
12/20/2012,34.169998
12/21/2012,33.669998
12/24/2012,33.740002
12/26/2012,33.779999
12/27/2012,33.66
12/28/2012,33.32
12/31/2012,33.709999
1/2/2013,35
1/3/2013,35.02
1/4/2013,35.23
1/7/2013,35.389999
1/8/2013,34.349998
1/9/2013,34.240002
1/10/2013,34.369999
1/11/2013,34.27
1/14/2013,34.02
1/15/2013,33.759998
1/16/2013,33.259998
1/17/2013,33.200001
1/18/2013,33.439999
1/22/2013,33.610001
1/23/2013,33.779999
1/24/2013,33.75
1/25/2013,34.02
1/28/2013,34.130001
1/29/2013,34.68
1/30/2013,34.48
1/31/2013,34.790001
2/1/2013,35.509998
2/4/2013,35.23
2/5/2013,35.349998
2/6/2013,35.43
2/7/2013,35.27
2/8/2013,35.27
2/11/2013,35.23
2/12/2013,35.599998
2/13/2013,35.419998
2/14/2013,35.290001
2/15/2013,35.360001
2/19/2013,35.669998
2/20/2013,35.470001
2/21/2013,35.43
2/22/2013,35.68
2/25/2013,35.189999
2/26/2013,35.490002
2/27/2013,35.849998
2/28/2013,35.91
3/1/2013,36.009998
3/4/2013,36.23
3/5/2013,36.599998
3/6/2013,36.290001
3/7/2013,36.389999
3/8/2013,36.68
3/11/2013,36.599998
3/12/2013,36.720001
3/13/2013,36.599998
3/14/2013,36.860001
3/15/2013,36.43
3/18/2013,36.150002
3/19/2013,36.139999
3/20/2013,36.189999
3/21/2013,36.150002
3/22/2013,36.43
3/25/2013,36.389999
3/26/2013,36.740002
3/27/2013,36.619999
3/28/2013,36.689999
4/1/2013,37.25
4/2/2013,37.57
4/3/2013,37.279999
4/4/2013,37.91
4/5/2013,38.02
4/8/2013,37.619999
4/9/2013,37.759998
4/10/2013,38.18
4/11/2013,38.540001
4/12/2013,38.59
4/15/2013,37.950001
4/16/2013,37.939999
4/17/2013,37.779999
4/18/2013,37.740002
4/19/2013,38.279999
4/22/2013,38.73
4/23/2013,39
4/24/2013,37.040001
4/25/2013,37.279999
4/26/2013,37.040001
4/29/2013,37.299999
4/30/2013,37.459999
5/1/2013,37.560001
5/2/2013,37.560001
5/3/2013,37.34
5/6/2013,37.09
5/7/2013,37.52
5/8/2013,37.830002
5/9/2013,37.330002
5/10/2013,37.360001
5/13/2013,37
5/14/2013,37.23
5/15/2013,37.529999
5/16/2013,37.380001
5/17/2013,37.439999
5/20/2013,37.220001
5/21/2013,36.939999
5/22/2013,36.619999
5/23/2013,36.740002
5/24/2013,36.75
5/28/2013,36.18
5/29/2013,35.91
5/30/2013,35.5
5/31/2013,34.990002
6/3/2013,35.07
6/4/2013,35.669998
6/5/2013,35.259998
6/6/2013,35.810001
6/7/2013,35.450001
6/10/2013,35.990002
6/11/2013,35.759998
6/12/2013,35.619999
6/13/2013,36.299999
6/14/2013,35.91
6/17/2013,35.759998
6/18/2013,36.169998
6/19/2013,35.25
6/20/2013,34.349998
6/21/2013,34.470001
6/24/2013,34.459999
6/25/2013,35.029999
6/26/2013,35.330002
6/27/2013,35.630001
6/28/2013,35.400002
7/1/2013,35.299999
7/2/2013,35.529999
7/3/2013,35.619999
7/5/2013,35.830002
7/8/2013,35.580002
7/9/2013,35.599998
7/10/2013,35.389999
7/11/2013,35.869999
7/12/2013,35.810001
7/15/2013,35.549999
7/16/2013,35.880001
7/17/2013,35.959999
7/18/2013,35.740002
7/19/2013,35.810001
7/22/2013,35.580002
7/23/2013,35.810001
7/24/2013,35.400002
7/25/2013,35.459999
7/26/2013,35.599998
7/29/2013,35.880001
7/30/2013,35.419998
7/31/2013,35.27
8/1/2013,35.720001
8/2/2013,35.77
8/5/2013,35.669998
8/6/2013,35.48
8/7/2013,35.59
8/8/2013,35.290001
8/9/2013,34.799999
8/12/2013,34.919998
8/13/2013,34.720001
8/14/2013,34.77
8/15/2013,34.349998
8/16/2013,34.18
8/19/2013,33.790001
8/20/2013,33.869999
8/21/2013,33.48
8/22/2013,33.82
8/23/2013,34.290001
8/26/2013,33.82
8/27/2013,33.689999
8/28/2013,33.580002
8/29/2013,33.650002
8/30/2013,33.830002
9/3/2013,33.32
9/4/2013,33.740002
9/5/2013,33.34
9/6/2013,33.41
9/9/2013,33.630001
9/10/2013,33.970001
9/11/2013,33.970001
9/12/2013,34.380001
9/13/2013,34.32
9/16/2013,34.57
9/17/2013,34.75
9/18/2013,34.950001
9/19/2013,34.810001
9/20/2013,34.310001
9/23/2013,34.220001
9/24/2013,34.09
9/25/2013,34.049999
9/26/2013,34.23
9/27/2013,33.98
9/30/2013,33.82
10/1/2013,34.060001
10/2/2013,33.939999
10/3/2013,33.639999
10/4/2013,33.75
10/7/2013,34
10/8/2013,33.110001
10/9/2013,33.75
10/10/2013,34.150002
10/11/2013,34.200001
10/14/2013,33.919998
10/15/2013,33.709999
10/16/2013,34.200001
10/17/2013,34.439999
10/18/2013,34.610001
10/21/2013,35.220001
10/22/2013,35.23
10/23/2013,35.279999
10/24/2013,34.630001
10/25/2013,35.189999
10/28/2013,35.57
10/29/2013,36.27
10/30/2013,36.259998
10/31/2013,36.200001
11/1/2013,36.240002
11/4/2013,36.450001
11/5/2013,35.529999
11/6/2013,35.82
11/7/2013,35.110001
11/8/2013,35.169998
11/11/2013,35.029999
11/12/2013,35.169998
11/13/2013,35.07
11/14/2013,35.16
11/15/2013,35.43
11/18/2013,35.599998
11/19/2013,35.720001
11/20/2013,35.400002
11/21/2013,35.299999
11/22/2013,35.419998
11/25/2013,35.369999
11/26/2013,35.279999
11/27/2013,35.41
11/29/2013,35.209999
12/2/2013,34.799999
12/3/2013,34.740002
12/4/2013,34.599998
12/5/2013,34.25
12/6/2013,34.529999
12/9/2013,34.689999
12/10/2013,34.400002
12/11/2013,33.950001
12/12/2013,33.889999
12/13/2013,33.849998
12/16/2013,34.150002
12/17/2013,33.849998
12/18/2013,34.380001
12/19/2013,34.450001
12/20/2013,34.299999
12/23/2013,34.689999
12/24/2013,34.950001
12/26/2013,35.16
12/27/2013,35.18
12/30/2013,35.200001
12/31/2013,35.16
