,Return_AAPL,Return_AET,Return_APCxlsx,Return_AXP,Return_BAC,Return_BMY,Return_COF,Return_IBM,Return_F,Return_UPS,Return_KO,Return_GOOG,Return_T,Return_OKE,Return_HON
1/19/2012,-0.0031693714159685285,-0.01736804720552208,-0.005608138225526828,0.007713607442373282,0.023529411764705903,-0.03024017195375039,-0.0071253869528783344,-0.00303751576040975,0.021880064829821685,0.005071373281729431,-0.002071312446889338,0.010522789720488108,0.0029673590504452163,-0.0029299220243170663,0.005327375929811912
1/20/2012,-0.017416703641340462,-0.008837502632279478,-0.009650382132467952,-0.01786064734326495,0.015804597701149472,-0.0018342097778723762,-0.05618209965142519,0.04431641825135346,-0.0015860428231561914,0.0014606294372760365,0.00948851057011183,-0.08377503665697357,0.0029585798816568,-0.006329089576446098,-0.019145282289214614
1/23/2012,0.016916466567930496,-0.0036579787993609074,0.006074449737070939,-0.011990447402269306,0.02545968882602542,-0.005513047135494729,0.0013035194721600332,0.007744493788574287,0.005559968228753001,-0.003845147277781545,0.0064620652937032435,-0.0008019844504215084,-0.0036053752867913134,0.00011377829715506289,0.004182624515018556
1/24/2012,-0.016377717061213243,-0.018586552611906653,-0.006415119496855347,-0.004247552674910115,0.00551724137931035,-0.006775515652124662,-0.022781492731612056,0.010264222765853707,0.012638230647709331,-0.0017302942258869386,-0.009192996036567685,-0.007839227661174935,-0.01019736842105259,-0.007733446036980564,0.0001735857485419796
1/25/2012,0.06243904804195225,-0.0032732990413842197,0.02645909675804787,0.019094007718870664,0.008230452674897066,0.01395351937984497,0.01265541712576783,-0.0010420309867879597,0.008580343213728504,0.008266706666666627,0.007805566780395768,-0.019692588548367713,0.003988002658690593,0.00458456176017519,0.008328977725115566
1/26/2012,-0.004544859655296099,-0.0004691531675074561,-0.021830339866050007,-0.0037870840656601735,-0.0068027210884353505,-0.006727859121472304,0.0,-0.003911750981312283,-0.010827532869296254,0.002909190574880066,-0.006137629694578499,-0.002440713589730991,-0.025157167333901585,0.00422135739071014,-0.004818430471033663
1/27/2012,0.005960052312260815,0.019244284927381148,0.0001261127254094757,-0.0026010804321728196,-0.0013698630136986009,-0.005849722906403731,0.009646963173712617,-0.0027227406581366836,-0.045347928068803625,0.002637196869050526,-0.008381120176999747,0.020911793901658024,-0.009847232263251881,-0.03317432937667409,0.007608507562700113
1/30/2012,0.012810744718105215,0.013585079438176455,0.00895107160867386,-0.014643912322724655,-0.030178326474622735,-0.001238804545097528,-0.02714440884135524,0.010710873280604159,0.006552006552006412,0.0014466201808702882,0.0002965302403162274,-0.00394842233194396,0.00617283950617283,-0.0171563004745701,-0.001544534038909149
1/31/2012,0.007659839772454607,-0.007269400272603426,0.008621791935796383,0.020765472735453355,0.008486562942008431,-0.0003100155038758436,0.021205379937620096,0.0005195116883117278,0.010577705451586721,-0.006565988008772475,0.0010376222946931254,0.004189091039350915,0.002385821404226322,-0.005738885973150075,-0.0024063424357007777
2/1/2012,-0.0006352874418052207,0.03135009081578739,-0.002601573307710889,0.009573195244778605,0.032258064516129094,0.0058932378478138946,0.019672174863387994,0.00010378504349569521,-0.007246376811594192,0.014937170788177944,0.0047386348212243015,0.0012411172735723095,0.006460387623257439,-0.017195741796975198,0.015506529887521723
2/2/2012,-0.0023454811215428946,-0.006212536055025439,0.020494372860654017,0.010667740234447587,0.012228260869565197,-0.0037002466851680533,0.0072883169436949525,-0.005658789473024258,-0.005677210056772124,-0.0052097161397462455,-0.0002947089254150296,0.007368830338763191,0.00641895270270266,-0.010155419977283238,0.001526976612404352
2/3/2012,0.010019326748946745,-0.015181959920027679,0.026533494326509508,0.021305707584050107,0.05234899328859056,-0.0015476013139090832,0.04915932968038596,0.011016550989487476,0.04323001631321365,0.004189578588226354,0.003685684691561707,0.019175821665471767,0.005370929661935901,0.009888741527671184,0.028968355747572266
2/6/2012,0.009332531387046608,-0.008388097746812564,-0.01742937004644869,-0.008421033492822971,0.01658163265306121,-0.004029665469910938,-0.028397505647008207,-0.004234620967953966,0.01329163408913227,0.0028683312725552826,-0.0007344888150857498,0.02139755746802596,0.0006677128324635954,0.0003672375868087767,-0.0070793876117775986
2/7/2012,0.010474895492968157,0.022176427884022323,0.05237113361755278,0.006176413700513156,-0.015056461731493113,0.0006225023148925704,-0.012734884645725001,0.002748672237108692,-0.006172839506172844,0.004810231534327539,0.007643775029950895,-0.003808934257949859,0.0023357358136716104,0.010155392026714536,-0.002487133098526779
2/8/2012,0.016743815026926952,0.009617535442127827,-0.004471952808989289,-0.009399616163445,0.03566878980891734,-0.0021772937992352312,0.023049269971468094,-0.002068833657031339,-0.0031055900621118726,-0.004787203974806665,-0.0032093652394242574,0.005075993649222763,-0.0006658122281687208,-0.007388550900435613,-0.004820478723404258
2/9/2012,0.03459341797662728,0.014621178879512243,0.007371561852107846,0.012974477400745182,0.006150061500614874,-0.0028055484535194825,0.014882120403428668,0.0009329256429064109,-0.011682242990654233,-0.004550156124549033,-0.005268549531141524,0.0026400163860879513,-0.0009993337774817168,-0.002928631414728177,0.0003340403319150906
2/10/2012,0.0005069063344456689,-0.0021833624930865034,-0.004802172476585468,-0.009558401652487065,-0.013447432762836116,-0.0028133791809940565,-0.016700591311633105,-0.003676316375593832,-0.019700551615445233,0.001567219537678121,-0.0004413711801862406,-0.009076577415032603,-0.005001667222407422,-0.008566905381946852,-0.009350425670654881
2/13/2012,0.018604888443546554,0.012253763408013834,0.003446633692019323,0.005018316830374131,0.02230483271375461,0.002821316614420058,0.004349689402437799,0.001039377414399496,0.008038585209003187,0.006128595484975913,0.007359434578762597,0.010381039479973542,0.0067024463806970615,0.006665817877115252,0.013652434977606556
2/14/2012,0.0136489687890403,0.021833161341684608,-0.0033202772301477493,-0.0021125600153640103,-0.032727272727272674,-0.004376367614879557,-0.010517673313356578,-0.0020765964613382554,-0.004784688995215209,-0.0006480429938806612,0.006721215466942764,-0.0039856639233562495,0.000998635119885652,-0.003433463170175992,-0.004988410558193093
2/15/2012,-0.023142182236083973,-0.001903955997461464,0.005284307686927894,-0.008468033265358476,-0.02506265664160403,0.0006279748822606154,0.025010421008753708,0.00015606596526863853,-0.008012820512820484,-0.004927998898612393,-0.007256893838696841,-0.006887943700451054,-0.0066511140671765305,-0.01008978504658171,-0.014037366425657666
2/16/2012,0.009122561556491195,-0.00021199660873251518,0.002742520792080429,0.026203396739130372,0.039845758354755734,0.005334169898519981,0.002236701911346157,0.004005222366710014,0.029079159935379597,0.0003909683152234943,0.006725116762423469,0.0015853087238801486,0.005021727317652167,0.02386580392351715,0.00796605030505565
2/17/2012,-0.00017919197077240844,-0.0019079076492646723,0.00341883760683765,-0.00018910535632875563,-0.008652657601977786,0.033707801694512936,-0.00933250133226825,0.0020722929836846983,0.000784929356357911,0.0,0.0027592796979378715,-0.0030996614630246443,-0.00033311125916049333,-0.0033992824260952424,0.010593610581915856
2/21/2012,0.025352526779404798,-0.004460556310086826,-0.02623514958880812,-0.0001892357134084172,0.01122194513715709,-0.024154559908048295,-0.0034815071275238483,-0.00015509771642125477,-0.017254901960784365,-0.004689942556280802,-0.0033309773595379963,0.015480360296232143,0.010996334555148226,0.01425260692627593,-0.003494209769445105
2/22/2012,-0.0035156354786281593,0.005760614588449128,0.01842782874802485,-0.0011352318310399111,-0.01972872996300854,-0.0027846534653466403,-0.008425811755034866,0.0024820104580485568,-0.019952114924181964,-0.006544502446478993,0.006248183667538606,-0.009869761857284408,-0.001977554383651869,0.0009608143372737454,-0.0063449826633333525
2/23/2012,0.006529672201229418,-0.00954603329541852,0.002061383417315699,-0.0022732145809204298,0.008805031446540804,0.0037231771641328733,0.021761637305699476,0.01929130910639381,0.00977198697068412,0.0097496308366369,-0.0010108303249096488,-0.0030101679823386833,0.00594445158703917,0.009839201976348624,-0.008569920953086849
2/24/2012,0.011657855970903718,0.004283572591209431,-0.0022856799999999566,0.012530928898079713,-0.01745635910224435,0.007727975748251978,-0.00020279919275446547,0.0007590405305447694,-0.013709677419354832,-0.0018267093140228654,-0.002601908065915103,0.006252982244249361,-0.003939560208127386,-0.00344576340016019,0.004576219912102959
2/27/2012,0.006412662725954569,-0.003198912416270087,-0.00893477632526542,0.015938458055936307,0.020304568527918686,0.0015338651247770404,0.009129661003658739,-0.0011630056928348925,0.005723630417007382,0.0035293725490196546,-0.0024637391304346747,-0.0009673627944099209,0.0006592287409360779,-0.006319346906215031,0.007254969089760501
2/28/2012,0.018354362579164347,-0.0021395591724623388,-0.007281530534495978,-0.007751974898486596,0.009950248756218916,-0.006125604525230973,0.012665801662010305,0.002278119790807047,-0.004065040650406562,0.0011723850920561233,0.00029051284932393154,0.014902163893702473,0.005599472806341531,-0.015118786471012466,0.000837537763588527
2/29/2012,0.01313015426487866,0.0025728774136551755,-0.020607707772822375,-0.01618301771514203,-0.018472906403940823,-0.00862875166013094,0.004566190283227907,-0.006313769195146362,0.010612244897959247,0.0016913478832768039,0.014669601007105331,-0.0002264019571727916,0.0019652472333688323,0.006822585502186889,-0.003012569025455988
3/1/2012,0.003742258886118013,0.009837532499466907,0.02009028696777384,0.012856891905027345,0.018820577164366307,0.014609916979167867,-0.0071145457357527035,0.004066502395496434,0.022617124394184115,-0.0012988570281557462,-0.0037217578013169204,0.006712474122427642,0.0013075841778358325,-0.00048399758954892477,0.009232835163974698
3/2/2012,0.0013040774195124363,-0.013553557527455433,-0.03799085276752937,-0.01082691805114796,0.0012315270935962517,-0.0015318321547740422,-0.0069666199455965,0.006480023320407163,0.004739336492891035,-0.004551931389672659,-0.006034454196392255,-0.001847701412274322,0.007835520987121288,0.0023002193328220265,-0.006154341125825566
3/5/2012,-0.02204772711345545,0.004508351030126692,0.0073894727780930165,-0.00037744856095684994,-0.019680196801968145,0.01012574409328003,-0.010222449593554733,0.009305397206432281,-0.020440251572327026,-0.002874327111649901,0.0007228100607112065,-0.011267618749987857,0.003887236673558786,0.003985986989542894,-0.010878694372939974
3/6/2012,-0.0054393368943228704,-0.024364158487622238,-0.015512276791136322,-0.023220671640160992,-0.03262233375156835,-0.017922115305110266,-0.022478756126392076,-0.016944129035300983,-0.029695024077046626,-0.009302921907756766,-0.006788992818778516,-0.015124155163353446,-0.008389803162310359,-0.006977808806873474,-0.022504247129073323
3/7/2012,0.0008109682211002622,0.0015333843796984457,0.01087088026612144,0.010243486268129619,0.04020752269779502,0.0046395914234708836,0.0066293764242800965,0.0025854659481259574,0.012406947890818889,0.005158034583282218,0.000436271075152182,0.0030415503037745026,0.00488119101854857,-0.0026653915652171535,-0.0005192658796184168
3/8/2012,0.02129295770259757,0.012904636638131226,0.010270649824295519,0.01300939353357561,0.004987531172069941,0.009236422413793095,0.017287507717637297,0.010314981841230114,0.017973856209150377,0.009473697368421005,0.006977700247128734,0.0005603580258977252,0.0038860428719574127,0.0034013472354277596,0.030308243139483732
3/9/2012,0.005867361313711885,0.011876484304114013,0.019614866408146595,0.004721435227168362,-0.0012406947890818594,0.003965863452283816,0.007889945377301246,0.004053836184913937,0.009630818619582602,0.005735179800115023,0.003464790152434947,-0.011348360042182728,0.005806451612903217,0.00799033892392771,0.0048747689510967055
3/12/2012,0.012528120951859381,-0.018352560427815696,-0.005747777126099706,-0.008082725411978792,-0.007453416149068384,0.004253995745973962,-0.016860698514652817,0.0018941531725190765,-0.011923688394276658,0.006868817684353751,0.009207308036043511,0.008163285509949153,0.008338710711994952,0.014772955997068158,-0.008698527903787211
3/13/2012,0.029166705766909676,-0.0030434565217390434,-0.013213815167205836,0.02804623839302628,0.0625782227784731,0.011195128931773945,0.04022051857901191,0.013830840796019919,0.021721641190667707,0.008752747876103672,0.0014254881988456588,0.020870884162231935,0.006043193192010256,0.0061545776643428295,0.018730964650430455
3/14/2012,0.037810263971465835,-0.003488879121481129,-0.006575836998754672,0.035023078341013834,0.04122497055359242,0.0038899164506233674,0.027085396916871503,0.004612827581768673,0.01417322834645681,-0.0016588617458646396,-0.00042701779359419185,-0.002897486239472878,-0.005690736822343803,-0.012939603913356445,0.0024847278612001784
3/15/2012,-0.00681844010681958,0.00568923401117641,0.00974853819947231,0.010151362060503627,0.04524886877828058,-0.00953797345865801,0.024842326587337024,0.006252437445035005,0.0015527950310558673,0.008946881619296654,0.0015665052245370118,0.008344335069591884,0.006041271668004056,-0.0040520261669012856,0.00545274280433254
3/16/2012,1.7058883919979435e-05,0.01174936927217957,0.009296757823676883,-0.0029972143336175847,0.060606060606060656,-0.0015046644598253735,0.016222244709635562,4.8519417475745286e-05,-0.03023255813953493,-0.0067139344637970255,-0.002417147663382787,0.006294930430873394,-0.0015802465733326882,-0.008615443894852732,-0.007888299228502748
3/19/2012,0.026521198828181103,0.004946236559139718,-0.005077940481813968,0.012732113399330095,-0.0275510204081634,-0.0009040988547317384,0.011009137614678888,-0.0014076695647704239,0.009592326139088808,0.034434343352411974,0.003420723864268878,0.01430314016124844,0.0018993352326685255,0.0024139089373969333,0.001490823394496899
3/20/2012,0.008085145526109722,-0.009201818959982821,-0.02635016023738868,-0.00628601361969629,0.02938090241343139,-0.002111613748922256,0.0005445190760261129,-0.007145639669717853,-0.0071258907363421714,-0.008876858477661637,0.002698778332421051,-0.0007729654784907967,0.004423412322274932,-0.002649023891386707,-0.016209030857408588
3/21/2012,-0.005709951302658983,0.004751641571309828,-0.012068731099216518,0.0024600070286417697,0.0010193679918450342,0.001209099080465582,0.004534735996104915,0.002154232558139499,0.0023923444976077465,0.0014927603121377942,0.007508231053023437,0.010244832015727382,0.0015727901361185764,-0.0066400393259907955,-0.00016815754013827652
3/22/2012,-0.005244748704407494,-0.00042992261392955987,-0.03467420983866976,0.004206871239384317,-0.022403258655804545,-0.006642421698140732,-0.017334831756323017,0.003908363829123436,-0.01988862370723946,-0.0028568251681324814,0.004218166360568903,0.009484744681773833,-0.0040829459798994985,-0.00923674415700427,0.004708307057644459
3/23/2012,-0.005489383129313793,-0.019354881720430123,0.015083739674661707,-0.0006982195723823382,0.026041666666666668,0.0018236169104182923,0.024255862706941012,-4.870796513921251e-05,0.0,-0.007100149565273504,0.0009801176415603849,-0.0053556855979946605,-0.00599176934694953,0.00809611293320087,0.006861890804127498
3/26/2012,0.018337333685558836,0.030701799592184206,0.0006295806256349713,0.02462882096069863,0.00812182741116752,0.0191141085896273,0.025296016315176962,0.011144676097813435,0.012987012987012998,0.01078912320648752,0.005735123953983055,0.01048884401322235,0.008566021573604081,0.005110768386237742,0.026928158067545248
3/27/2012,0.012356318531769925,0.0,-0.014220954118058684,-0.007500835322195588,-0.03323262839879155,0.002381601667162734,-0.004724426781297411,-0.0028397313791263348,-0.012820512820512832,-0.0022340945761448443,-0.00041724616363711836,-0.0035575645974986947,-0.004718527690515034,-0.0025423491392333316,-0.007769488674223685
3/28/2012,0.00510999527698236,-0.010212765957446742,-0.01212823918988288,0.014428031356440482,0.015625000000000038,0.0,0.0017580695893447125,0.0005309392977920663,0.0,-0.0043537505206337835,0.010992096535631114,0.013508099185928423,-0.008849494590691962,-0.006797025616444071,-0.008972267683851055
3/29/2012,-0.012564388903138081,0.06534825881341351,-0.0006460972077834995,-0.019810395871818622,-0.02256410256410263,-0.003266914360969071,-0.009652509652509604,0.004727729427826354,0.014610389610389588,-0.0023738505450543955,0.01582705665691943,-0.011208347291665005,-0.004783226888289979,0.0007333083574483121,-0.0008230618297232901
3/30/2012,-0.01690548344742048,0.012106517108423724,0.013060829870403879,-0.0005181896790150571,0.0041972717733474215,0.005661471821767831,-0.012227503101187235,0.00182450661498039,-0.0015999999999999658,0.01089546677258523,0.00270971420430071,-0.01105780064532924,0.0006408523114659697,-0.002808704476029076,0.005766129042943374
4/2/2012,0.03182387549739938,0.0013955342902711382,0.009829015053817435,0.002592412675554429,0.01149425287356316,0.004148118518518399,0.011123053063399602,0.00393006002195238,0.01121794871794862,-0.0006194623312752907,0.0017564923184301563,0.008857860069176358,0.007044540505923787,-0.0006122225811353673,0.0011465352396683845
4/3/2012,0.017280063481691397,-0.005972526378658116,0.0012640374002776131,0.006550612189298818,-0.019628099173553668,-0.0005901446028368435,-0.0003548793407580067,0.00014321382468510926,0.001584786053882833,-0.001859439738674457,-0.005125411383868364,-0.006646884431074178,-0.0006359618239757958,0.0035534301296365933,-0.008016966625239657
4/4/2012,-0.007960970761162207,-0.0058081514119768425,-0.01376083845172122,-0.01746874494722968,-0.03055848261327723,-0.005019132123387416,-0.01686192758253474,-0.016467766109785186,-0.01028481012658234,-0.008196671939766796,-0.0040672721239894535,-0.011624327110523337,0.004454342984409818,-0.011599480573729769,-0.007916922448055573
4/5/2012,0.015008553755524064,-0.0004029008944983263,0.0017921018257001744,0.012724403219878031,0.003260869565217515,-0.0005935014660682236,0.004694042330638148,-0.002814860429776395,-0.0031974420463628415,0.0040069996993865546,0.00013615573101026786,-0.004455630083461375,-0.01995562242635407,0.0018529743240498053,-0.010972552231650744
4/9/2012,0.004024138512427723,-0.017130169631805046,-0.031050344210315668,-0.016178967854697735,-0.03250270855904666,-0.019002345605700594,-0.025336926313138258,-0.0025794471086803745,-0.020048115477145148,-0.012347193813918682,-0.008166598389367247,-0.0023406248654364607,-0.00969625049462677,-0.00517882781998137,-0.0268952600724547
4/10/2012,-0.012243965367410917,-0.022554890301414873,-0.015824936942504687,-0.017144856543037035,-0.043673012318029183,-0.017251815458480167,-0.028576750421211335,-0.012735434637108987,-0.03518821603927999,-0.01085995679101005,-0.011664690224655237,-0.006309052897478158,-0.016644909159429202,-0.016360897389832093,-0.022629141567252372
4/11/2012,-0.0035643704196652247,0.00041957207550125347,-0.003483773421564067,0.013705962976148105,0.037470725995316194,0.003695688213868548,0.019738110072843172,0.0012356051872129176,0.010178117048346142,0.00587257740654719,0.0013885865808713402,0.014516802163379548,0.010620710608055525,0.014868980187809583,0.008837080585730867
4/12/2012,-0.005477550110977092,0.010484378496212591,0.029850650940541207,0.01913959580088512,0.03498871331828448,-0.0012274010432649194,0.017122687511632307,0.013525545329987688,0.013434089000839642,0.007995900393502835,0.0013865778872275756,0.023665032027628794,0.012807848512057504,-0.0008691441297261462,0.02995793560886826
4/13/2012,-0.028164488596576193,-0.007677920889768019,-0.021282113658812607,-0.013094451876387926,-0.05343511450381682,-0.0003071582275623405,-0.021591966272938055,-0.012273543318162852,-0.012427506213753136,0.0017627802005233063,-0.0038770422631669425,-0.04056770520240595,-0.009727594033722428,-0.0031066931471973223,-0.012246963678716808
4/16/2012,-0.04147177725243618,-0.012337933918862471,-0.02121125962128147,0.009602007849197132,0.012672811059907769,0.011985217824670501,-0.0035534317644768114,-0.00039448717365160715,-0.0033557046979865056,0.0,0.006950236114811339,-0.02966701691910703,0.0022920758908947085,-0.0027424758611663083,-0.0012054589997651344
4/17/2012,0.05097127545816575,0.01143341096760547,0.005179187467117904,0.006052187236652687,0.01478953356086471,0.013968994837534051,0.013888907918335483,0.023332655764933624,0.0025252525252524713,0.009301219439447582,0.02084475370389956,0.005774968725419779,0.00914727183445695,0.013625017696960378,0.016034500091866202
4/18/2012,-0.002230562622975045,0.002930709650408069,-0.016406766101694864,-0.002406308009625232,0.0,0.00539086569005301,0.004442761940022081,-0.035285572937366616,-0.010075566750629806,0.0023660646687646593,0.0029750103029078435,-0.0034779000127175995,-0.004532178845327885,-0.0019731648231829354,-0.0033938570607172434
4/19/2012,-0.03435582994333774,0.024212064287205255,-0.0034463743666063636,-0.008097880632359111,-0.01681614349775789,0.010723860589812315,-0.006081791599033901,-0.0030980361990197705,-0.011026293469041477,-0.00782702218479373,-0.004718862200859159,-0.013416767471992844,-0.0003252032520325712,0.00012352075010271744,-0.012429780228711449
4/20/2012,-0.024615253208180376,0.0028530466680251883,-0.007746548516440154,-0.0020844015980545417,-0.046750285062713816,0.008841732979663931,-0.0014834414982384638,0.0004511603541466885,-0.02144082332761578,0.005133934320887458,0.004199376862638951,-0.005406295540613896,0.0039037410540013672,0.02335061036720257,0.023965517241379283
4/23/2012,-0.002233981981102402,-0.005689880221293981,-0.010177094234890754,-0.002262854616834559,-0.021531100478468866,-0.00847212971077992,0.0042711979302209255,-0.004909874601907671,-0.005258545135845793,-0.01544783912225635,-0.005935464884269842,0.0025836012835567927,-0.008101101487326588,-0.00784738188385478,-0.0031992256382636437
4/24/2012,-0.019975456532073433,0.0022481299816064586,0.015352056338028159,0.005408251919050938,0.0036674816625918262,0.0008839717408360322,0.005177496110299768,0.006947966140065663,0.0035242290748899495,0.005440971851714089,0.005835255642956728,0.006141258043388208,0.036262592738889404,0.006205935025968768,0.01233109848178788
4/25/2012,0.08874136570787892,0.006525285348179342,0.009432668022342577,0.022210636435699465,0.006090133982947494,0.009420076260816132,0.010301637043751997,0.01785003500000002,0.029850746268656702,0.0023911779812633067,0.010928197222660724,0.014053569932944664,0.0006305485696894443,0.020195902561624905,0.009177356981445383
4/26/2012,-0.0037705326632612324,-0.08205024144954948,0.018826467726802288,0.011543031743337411,0.0012106537530266086,-0.01545648832147913,-0.0014566278753323377,0.009873728598928641,0.011935208866155055,-0.01757692360133275,0.010409715734685531,0.009430635382119497,0.02205415879017019,0.007112320720228213,0.008597933751193911
4/27/2012,-0.007734038240365618,-0.039505649094997736,-0.004720771577026854,0.009733143144822893,-0.0024183796856105896,-0.01303311688584803,0.022246553610503213,0.005983052767943839,-0.022746419545071575,0.0024281405750799603,0.012151604807819402,-0.0007962088087052333,0.007089981722872414,0.006238272989202777,0.00475409828230444
4/30/2012,-0.0315423356039026,0.011948552389705895,-0.00786017064832412,0.0006647997561840807,-0.016969696969697037,0.001500570228091227,-0.01034607544869653,0.0013055655075244483,-0.027586206896551748,-0.0038246174445534025,-0.004045387029763557,-0.016472038403054508,0.0073462508323384945,0.0046789450651896405,-0.010279034105444227
5/1/2012,-0.0031678842229372595,0.009309718226391425,0.02526975857491812,0.012622521385526135,0.02466091245376092,0.004495085540757828,0.009733237202595644,0.004442717747317737,-0.004432624113475083,0.004223214796816074,0.007992662473794728,-0.0006944070632848385,0.0045579155271954774,0.010362090291113964,0.004451055222601517
5/2/2012,0.00661359478787213,0.010798627428602294,-0.02877692589333659,0.0013120878905676292,-0.01805054151624553,-0.0008949284009546264,0.0010710817565154805,0.0002884519230769583,-0.01157613535173649,-0.0006372244088540766,0.002989782919537162,0.004682086318024399,-0.000604960659256968,-0.0020742288360136463,-0.004759576650717945
5/3/2012,-0.007099198142915422,-0.02047634097484985,-0.02002743429280007,-0.0031121704031476832,-0.01960784313725492,0.00029853685885106705,-0.009272485403976993,-0.003941137209854298,-0.016216216216216193,-0.004463121766465735,0.0036287971161847814,0.006191771695671583,0.0021186440036730105,-0.00023094598058768416,-0.002803413547000484
5/4/2012,-0.028479588482481763,-0.01976821266840321,-0.03401455671851754,-0.012487725723172508,-0.03249999999999997,-0.0038806268656716427,-0.01871852018145206,-0.010856977155544848,-0.022893772893772892,-0.004355027539387688,-0.005681843861522716,-0.022994368601605066,-0.007550588717892216,0.0004619986579084492,-0.01918303273265287
5/7/2012,0.00748341795665637,-0.003708831796681292,-0.0005796406149938052,0.0,0.028423772609819088,0.002697033344232234,0.002384482758620644,-0.006049099808549185,-0.0009372071227741132,0.0009005531622069716,0.003636337662337558,0.017722877826492678,0.004260468525244292,-0.003232497195992528,0.0035406842391572423
5/8/2012,-0.0022827930663665568,0.0016286412284784275,0.0018848339584626515,-0.0034941598500552924,-0.021356783919597982,-0.007471608113317638,-0.010613027973905662,-0.01114112392638037,-0.004690431519699879,-0.0017994729383237053,-0.0018115683698644949,0.008624766067958804,0.001212151515151628,-0.0062543452613109925,-0.0025201443997269935
5/9/2012,0.0017600531614631524,-0.022531870442087567,-0.0069463822560458304,-0.007179829807644507,-0.0077021822849806946,-0.012044505029945848,-0.009987072313667538,-0.0012408179718248556,0.007540056550424135,-0.006567112718665326,-0.004666865439460832,-0.005940008160568537,-0.006961258869211413,-0.0064102712586511755,-0.0168435572464743
5/10/2012,0.0023541708132751296,-0.005703469310671538,0.009472369157430766,-0.0006727379864233874,-0.0038809831824062413,0.011581773496440934,0.014571306082034547,-0.0031306962804888805,0.0018709073900843173,-0.006999364692174651,0.008205340146010537,0.007403725524487758,0.009753123750285782,0.01724334792767939,0.003426434962702355
5/11/2012,-0.006678060705433195,-0.014340296367112794,-0.013858799503051956,0.003702474039127304,-0.019480519480519525,-0.0024103043811479546,0.0011047320731958782,0.0028414356079330574,-0.012138188608776915,-0.0023495757427282908,0.0007750677806450873,-0.013737289290380985,0.013884666046342812,-0.0031133908047522676,-0.00034147174321338383
